PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
84.84,47.26,18.31,1.912,78.56,19.34,67.26,7.62,52.01
190.31,90.47,45.7,4.302,87.76,27.56,49.65,5.1,92.31
22.17,11.33,7.38,0.529,73.16,22.48,59.98,7.87,13.0
112.45,60.48,24.28,2.476,95.66,36.87,66.12,4.69,74.01
167.91,81.73,36.06,3.864,100.69,29.32,53.56,6.54,83.28
224.92,103.89,48.27,4.775,101.19,34.69,48.38,2.73,116.84
177.41,87.6,38.99,4.177,83.14,21.93,52.24,4.97,125.64
59.13,38.89,12.79,1.317,75.04,17.22,64.88,7.56,35.76
93.73,42.21,22.59,1.685,91.75,23.99,57.41,7.03,64.79
222.61,101.47,48.97,5.01,99.12,33.83,52.25,3.67,142.83
131.61,58.66,32.39,2.981,75.11,28.53,46.0,6.16,64.43
136.45,62.64,34.47,3.253,96.15,29.11,49.53,5.73,79.06
68.61,35.96,18.73,1.556,90.26,25.32,57.49,7.47,37.85
178.52,86.54,45.47,4.205,99.72,33.14,54.71,4.06,91.98
6.57,18.73,7.2,0.202,44.36,20.47,72.56,9.68,4.5
70.05,34.66,14.2,1.406,72.87,19.29,70.42,6.75,43.82
164.92,74.95,36.87,3.625,95.3,26.32,51.14,4.4,71.01
253.9,110.35,59.57,5.772,103.95,32.1,26.35,2.66,150.89
168.6,82.49,41.14,3.765,97.57,33.31,58.56,4.12,118.8
233.55,107.7,54.05,5.242,111.24,37.23,50.19,2.06,103.41
79.05,35.67,16.82,1.485,81.19,26.13,53.34,9.03,49.54
96.16,50.55,23.89,2.17,80.28,22.64,54.32,5.77,47.34
73.05,40.55,15.66,1.699,75.39,31.25,61.77,7.13,44.88
250.51,109.87,56.53,5.616,117.86,33.98,57.01,2.57,111.04
239.63,105.32,55.15,5.403,109.95,35.66,55.51,1.44,150.0
185.3,92.27,42.49,4.041,91.59,27.97,58.11,4.85,137.18
22.2,13.18,5.3,0.357,70.23,18.33,54.21,8.49,10.62
167.27,80.5,40.11,3.655,91.74,26.53,59.31,4.3,109.92
211.17,97.74,46.57,4.585,103.71,36.68,43.34,1.48,88.96
194.5,84.44,41.17,4.204,94.75,26.26,40.87,3.46,108.1
204.75,100.06,47.67,4.555,92.79,38.17,62.56,3.8,136.43
169.16,80.53,37.72,4.019,91.68,28.59,46.53,4.41,84.95
191.1,90.79,40.44,4.299,105.82,34.25,40.39,3.96,114.98
73.5,26.19,18.47,1.73,76.07,22.68,56.87,6.43,37.41
231.54,114.18,56.28,5.253,116.39,31.27,37.15,3.68,126.1
222.17,105.83,48.37,5.074,121.3,33.62,62.45,2.12,130.51
125.05,60.76,28.66,2.75,91.59,23.66,51.02,5.07,55.86
99.69,58.84,25.18,2.266,92.27,26.53,60.14,5.7,66.15
58.97,28.7,10.84,1.283,55.96,26.15,66.37,6.09,36.56
145.23,72.67,32.04,3.338,87.27,24.65,53.5,5.89,104.91
108.93,55.13,28.13,2.464,78.09,25.91,55.92,6.76,49.8
197.95,97.12,43.22,4.637,102.42,30.03,53.64,4.17,135.38
239.28,107.67,54.19,5.567,116.21,35.43,56.84,2.39,97.97
136.15,72.71,29.8,3.177,93.92,29.44,56.01,5.63,74.96
14.94,11.88,3.83,0.407,68.17,26.14,57.64,8.54,9.41
109.68,53.38,25.31,2.506,96.15,30.78,46.14,6.02,57.05
160.47,76.07,37.5,3.596,94.31,26.32,38.23,4.79,108.31
51.82,22.64,13.36,1.09,76.09,22.62,50.04,8.09,33.24
156.23,72.35,34.34,3.301,81.9,25.64,51.19,5.59,82.86
134.59,71.38,29.83,3.11,82.35,27.3,55.97,4.91,55.73
182.33,85.24,39.1,4.018,110.45,33.49,38.73,3.7,118.91
23.72,13.09,5.94,0.343,76.87,28.2,56.52,8.91,14.25
14.1,13.6,4.17,0.333,70.02,21.49,59.3,9.48,5.89
113.61,54.06,28.28,2.737,78.87,24.73,59.26,5.13,68.1
49.62,34.7,12.99,0.973,73.31,20.75,74.36,7.78,35.19
117.24,58.27,29.07,2.677,97.6,32.91,55.7,6.61,74.7
50.59,16.9,9.32,1.071,72.08,30.0,70.32,7.31,30.92
103.38,55.21,26.99,2.492,76.66,25.06,45.87,5.79,56.8
169.53,85.59,40.02,4.056,109.37,32.13,40.25,4.54,79.21
159.9,73.96,37.95,3.683,108.77,25.72,57.83,4.91,92.87
48.3,19.54,9.25,1.023,61.38,24.09,53.46,8.0,29.86
80.82,40.45,19.31,1.635,84.12,23.31,50.91,8.62,58.83
123.28,53.13,29.61,2.758,81.47,18.47,76.83,5.84,86.15
80.64,40.07,20.12,1.598,82.43,26.0,55.68,6.82,43.28
184.99,89.89,37.27,3.894,100.86,34.73,58.6,4.48,120.37
207.22,97.1,48.29,4.705,99.3,25.66,35.03,4.15,116.65
55.96,24.08,11.3,1.196,68.97,22.27,69.72,6.66,36.02
55.61,35.87,11.68,1.157,70.69,24.52,74.57,9.08,40.59
100.56,55.91,21.04,2.147,78.87,25.48,57.25,5.68,66.25
156.97,79.36,38.41,3.797,98.34,28.75,60.87,4.48,104.66
