PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
56.02,35.08,14.16,1.373,70.22,26.16,59.85,6.83,43.64
188.98,91.47,43.41,4.388,120.52,25.79,37.04,3.9,108.69
162.24,78.97,36.81,3.343,104.62,26.75,64.0,5.75,80.8
172.74,81.57,44.2,4.114,107.64,35.26,54.77,3.43,115.27
109.65,54.66,29.67,2.406,82.2,25.41,58.02,6.77,69.98
46.4,25.91,11.42,0.826,77.58,26.13,55.2,8.24,23.83
89.27,41.08,17.43,1.812,79.82,30.67,65.18,6.49,57.48
130.66,61.61,26.73,2.864,93.62,29.01,50.84,6.46,90.23
182.67,84.69,42.45,4.166,99.68,30.08,64.86,3.94,80.91
199.1,88.64,42.86,4.328,111.87,32.95,67.82,2.87,93.52
227.45,106.51,50.79,5.081,111.31,25.37,52.69,3.04,156.53
41.9,19.21,6.45,0.842,75.42,21.39,70.24,9.09,18.46
63.25,35.2,13.22,1.571,78.99,24.4,72.36,7.97,42.1
193.77,80.42,42.41,4.038,103.94,28.71,59.72,5.02,118.98
101.52,38.4,20.17,1.783,78.35,27.19,48.75,7.05,57.17
76.41,39.05,18.3,1.774,92.59,19.48,58.7,6.46,37.63
184.28,90.07,45.55,4.111,103.95,31.22,38.59,4.67,135.78
86.23,42.47,23.47,1.95,75.69,25.76,50.69,5.89,44.15
231.08,108.2,55.42,5.384,109.4,36.24,60.9,2.54,116.96
200.93,99.25,48.56,4.589,100.32,25.28,36.1,3.28,116.77
99.15,48.46,23.9,2.558,72.55,22.58,43.24,5.75,46.36
115.18,52.47,26.3,2.582,97.96,29.39,66.57,6.59,81.76
33.26,18.84,10.37,0.565,64.08,13.19,60.7,8.2,13.26
234.05,107.4,54.01,5.298,121.1,33.08,52.79,3.53,169.06
128.5,62.03,30.13,2.967,96.42,25.34,58.5,6.01,60.67
79.86,41.95,14.13,1.63,70.84,24.64,87.11,8.13,42.36
161.74,86.35,38.14,3.732,90.89,28.13,48.62,4.54,113.73
93.45,42.79,22.43,2.059,90.54,18.14,57.75,7.19,55.34
232.02,107.6,53.99,5.443,108.18,31.51,51.17,1.94,116.55
114.88,57.3,28.68,2.87,85.22,29.03,70.11,5.26,54.59
206.24,90.98,45.05,4.661,112.01,31.81,61.28,3.74,91.77
206.69,102.15,46.61,5.003,111.24,31.25,54.45,3.06,134.7
74.05,33.35,17.57,1.849,78.69,29.0,56.04,6.34,45.57
204.2,102.83,48.11,4.835,100.54,35.0,44.79,2.74,89.69
19.75,17.14,3.99,0.562,75.8,27.56,50.13,8.99,7.32
225.25,107.0,51.41,5.087,110.15,33.71,45.84,2.92,144.58
98.94,47.17,20.36,2.176,91.75,25.75,59.07,5.39,69.84
253.19,111.79,58.33,5.615,115.36,42.1,61.14,0.77,140.54
62.28,28.73,15.12,1.276,77.76,27.45,59.99,7.53,34.51
203.56,98.93,49.55,4.806,111.18,24.21,38.71,3.82,86.56
172.68,83.31,36.62,3.878,91.94,29.76,65.38,4.79,81.96
220.95,112.93,52.84,5.273,106.52,27.44,47.59,1.79,143.27
36.97,18.29,8.43,0.666,70.18,17.32,77.04,8.18,17.0
114.62,52.57,24.66,2.29,86.09,25.46,66.33,5.91,71.65
52.17,17.91,10.56,0.817,67.51,25.89,73.8,7.92,26.74
16.7,13.93,8.54,0.698,56.42,19.6,66.24,7.57,7.15
7.05,10.84,1.94,0.326,63.62,25.67,63.68,8.09,5.93
183.13,86.63,42.63,3.976,90.69,26.53,60.21,3.78,119.61
213.05,92.49,49.35,4.557,108.06,30.79,62.8,3.21,143.63
60.13,39.48,16.15,1.744,87.0,18.23,59.82,8.09,23.58
19.41,14.79,6.96,0.144,68.78,15.45,82.79,8.89,9.11
22.85,13.63,1.64,0.378,64.74,25.44,56.25,8.27,13.21
239.88,114.85,56.27,5.309,117.2,27.5,44.63,2.57,157.06
194.8,80.74,39.41,4.12,99.86,27.91,42.64,5.33,89.27
191.54,94.53,43.24,4.254,86.06,33.85,47.33,4.7,135.81
51.24,24.38,8.43,1.009,82.15,29.46,69.6,6.33,31.7
157.59,85.74,36.34,3.829,88.59,38.83,64.04,3.97,70.06
239.58,116.83,54.39,5.52,116.53,37.34,38.42,1.29,168.14
30.56,13.1,5.36,0.413,61.43,15.99,67.17,9.27,20.69
30.16,15.73,11.72,0.774,74.66,19.94,53.63,7.45,16.19
170.62,72.35,36.76,3.765,90.5,25.21,66.3,4.26,119.56
