PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
210.62,107.71,47.59,4.865,106.89,31.28,46.05,1.96,122.74
28.19,14.32,4.2,0.321,83.5,27.29,61.28,9.99,15.33
181.77,79.47,39.24,3.998,107.46,36.79,55.05,4.28,91.63
20.72,5.96,6.12,0.403,68.27,18.77,62.6,9.05,9.53
166.99,78.64,42.59,3.958,103.64,29.22,41.05,4.79,86.82
34.58,22.58,8.51,0.804,70.73,21.07,57.34,8.77,15.9
33.23,11.84,6.12,0.364,73.78,28.88,69.41,7.24,13.83
59.23,26.39,9.72,0.902,79.92,24.82,63.0,8.37,30.24
114.9,54.79,27.18,2.454,88.52,25.33,47.92,7.6,68.75
95.54,44.81,20.92,2.059,85.44,23.04,61.51,6.51,66.78
248.68,119.26,55.75,5.537,117.99,33.67,29.08,2.48,124.52
199.43,97.96,49.9,4.773,119.51,32.72,50.43,2.36,140.75
150.46,69.0,33.91,3.419,103.14,26.52,44.61,4.65,108.14
37.1,28.17,12.25,0.702,81.82,16.81,64.12,9.17,26.97
246.63,114.98,57.69,5.641,124.77,35.87,51.17,1.02,176.57
201.47,107.22,45.07,4.339,105.44,27.51,46.7,3.15,106.9
202.45,96.47,45.55,4.511,118.27,39.21,41.63,3.67,142.3
29.2,16.15,7.72,0.758,74.01,12.58,69.81,9.17,13.79
63.02,28.14,15.29,1.217,70.27,26.53,57.59,6.73,34.89
53.3,22.9,11.5,1.17,54.73,19.33,75.77,8.31,37.89
109.98,46.59,22.95,2.18,79.63,24.08,63.16,6.5,60.07
93.97,43.37,24.24,2.132,87.71,28.49,56.95,7.12,49.46
23.34,12.59,3.49,0.209,70.6,26.5,55.05,9.47,9.52
243.78,113.56,59.45,5.508,113.58,33.08,46.89,2.28,175.86
69.16,26.28,13.74,1.358,73.57,24.65,60.09,7.81,42.02
235.55,106.06,57.18,5.15,113.23,32.33,48.18,1.73,141.9
244.5,109.29,51.93,5.25,119.81,36.47,29.62,1.64,166.1
32.73,23.08,4.35,0.659,74.59,22.15,57.72,8.0,16.57
226.3,103.03,53.24,5.188,106.27,35.96,45.97,3.13,105.52
203.92,87.29,46.05,4.523,98.51,35.26,46.3,2.6,129.56
90.87,47.01,17.26,2.046,79.65,22.48,72.35,5.7,58.41
32.17,23.39,10.57,0.876,72.86,24.94,56.82,9.2,22.33
242.05,111.85,54.03,5.396,100.11,35.24,50.43,1.0,136.28
174.25,89.68,43.34,3.872,99.99,28.76,46.12,4.35,85.44
42.22,23.12,11.35,0.923,80.49,14.06,75.11,8.2,19.65
220.24,100.94,47.53,4.872,115.81,22.35,37.01,2.32,123.81
169.61,78.3,38.34,3.803,80.48,27.15,52.49,3.6,116.85
54.82,24.58,12.54,1.43,79.33,17.63,59.97,7.97,37.53
201.26,97.61,39.56,4.422,105.32,29.14,27.52,3.01,123.38
142.45,66.4,34.02,3.191,97.01,27.39,65.13,4.99,97.24
50.09,26.19,10.14,1.074,70.57,18.01,51.48,8.03,27.34
147.05,70.9,31.06,2.96,89.36,25.52,52.13,5.03,69.36
195.5,98.57,43.7,4.63,101.13,42.22,56.18,4.89,110.25
65.06,33.41,15.1,1.411,86.34,30.81,62.94,7.24,47.66
21.01,8.71,0.96,0.489,70.17,15.66,74.7,8.25,8.8
23.93,15.04,5.64,0.375,66.61,21.22,68.82,7.54,9.28
175.24,84.56,42.06,3.687,89.8,31.19,50.72,6.47,118.48
173.63,77.45,40.29,4.001,95.31,39.1,51.33,4.95,125.88
71.89,35.16,15.72,1.482,71.02,25.42,60.59,7.16,30.78
54.61,27.73,14.26,1.228,70.75,21.93,63.71,7.36,26.56
157.17,65.44,35.82,3.417,86.91,19.63,50.83,4.02,73.39
167.39,74.06,38.97,3.915,97.25,22.8,40.24,4.63,70.94
130.8,66.11,28.81,3.003,81.37,21.88,60.55,5.83,61.53
234.15,112.71,52.62,5.128,117.32,25.38,48.22,3.2,155.99
180.68,76.56,36.33,3.829,110.31,30.5,49.74,3.68,112.42
207.82,101.2,47.47,4.84,110.26,29.8,43.41,2.36,141.95
178.64,82.99,44.06,3.963,98.28,30.3,44.95,3.12,106.6
203.03,96.46,47.75,4.549,97.6,35.58,53.78,2.33,108.58
90.24,37.09,22.45,2.061,93.38,29.06,49.8,6.06,66.84
252.9,109.19,56.31,5.473,103.14,30.48,45.85,1.47,160.83
163.83,80.97,32.08,3.388,103.02,25.54,52.5,4.7,87.3
189.14,85.1,37.89,3.91,104.73,33.74,59.36,4.39,115.32
187.69,88.23,46.5,4.361,110.98,30.77,57.08,3.44,100.44
8.4,9.27,3.5,0.294,67.13,20.83,65.44,8.36,4.94
114.95,54.66,24.44,2.076,86.33,31.72,61.86,6.44,70.53
127.86,66.48,26.94,2.678,86.37,23.61,55.84,5.14,62.69
163.67,82.43,39.12,3.71,103.66,32.16,42.54,3.23,72.06
244.77,112.19,55.47,5.53,111.66,31.65,38.88,2.9,107.97
74.56,38.48,21.05,1.762,86.61,29.72,63.61,6.74,42.2
46.56,21.47,12.3,1.198,77.76,23.33,66.42,9.88,21.74
141.18,71.5,30.63,3.061,87.5,32.24,51.84,4.93,73.8
99.49,48.44,21.88,2.257,92.22,21.12,53.11,6.72,57.61
99.43,44.04,21.6,2.098,82.27,28.35,52.18,6.41,50.95
