PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
38.63,17.85,9.19,0.847,64.52,18.98,60.29,8.45,19.96
31.78,18.03,7.69,0.807,60.98,17.73,70.57,10.79,21.16
120.87,56.55,27.2,2.528,89.8,28.05,67.48,5.33,71.83
212.09,101.3,50.81,4.981,124.14,24.98,42.04,2.25,142.72
231.8,107.43,52.03,4.925,108.66,40.54,41.7,2.28,137.85
101.33,44.23,24.02,2.132,70.37,30.67,52.29,6.81,60.17
83.7,42.19,19.68,1.875,93.69,25.14,48.7,6.26,35.77
63.26,31.05,15.19,1.458,67.59,24.66,57.37,7.05,33.81
31.88,10.74,6.9,0.607,67.22,18.59,76.9,8.29,19.38
108.52,54.19,26.08,2.495,81.05,24.28,53.02,5.57,77.27
195.85,89.54,43.7,4.404,101.75,31.56,38.98,4.34,137.81
83.15,35.91,18.67,1.715,90.09,24.88,61.43,5.88,40.8
242.6,121.64,56.85,5.669,106.63,28.56,55.86,2.21,110.4
175.27,79.1,41.43,3.948,99.54,27.75,53.34,5.77,74.06
81.99,44.28,21.31,2.122,72.92,27.57,55.12,7.68,48.19
169.93,77.57,38.37,3.586,100.66,34.66,60.29,3.65,104.15
41.31,19.66,7.6,0.814,62.7,24.6,66.68,8.44,20.4
187.43,89.64,46.7,4.203,105.13,28.66,62.04,4.39,101.33
219.61,98.26,50.51,4.808,114.74,38.59,50.68,2.37,145.12
235.07,109.27,54.02,5.126,112.59,32.95,36.94,3.48,161.67
155.81,64.1,38.69,3.431,96.4,29.92,48.8,4.93,103.02
172.63,79.9,43.68,3.955,101.17,26.83,56.97,4.95,82.43
208.63,101.18,49.8,4.749,116.36,30.29,58.62,2.69,98.45
104.85,49.68,21.37,2.285,71.42,19.51,49.93,6.97,45.98
104.33,46.9,24.3,2.473,94.24,26.8,53.76,6.54,60.32
116.7,60.53,25.68,2.666,93.99,23.97,56.92,7.24,49.73
31.25,12.09,7.4,0.707,60.64,20.83,74.59,9.05,16.13
210.77,100.74,46.82,4.786,109.73,33.38,43.19,3.35,145.43
38.3,14.72,8.99,0.81,63.8,15.65,65.57,8.77,16.65
188.73,101.07,43.38,4.476,101.75,33.64,42.91,3.34,133.69
187.05,90.56,47.44,4.337,96.6,33.37,55.68,3.59,118.89
183.89,89.08,42.04,4.275,88.9,24.74,51.97,3.72,117.99
220.65,108.23,50.94,4.998,100.23,33.62,47.47,1.14,99.18
145.67,71.54,35.66,3.467,86.28,31.74,53.56,4.73,79.72
203.0,97.37,47.42,4.416,99.83,30.05,40.91,4.4,90.63
51.64,25.77,9.02,0.892,69.68,13.5,71.2,7.85,24.38
75.46,35.65,20.31,1.799,88.79,31.1,60.53,7.09,54.02
99.33,51.62,25.57,2.288,88.31,20.62,46.85,6.61,44.13
166.05,86.47,41.87,3.869,94.88,35.39,57.09,4.65,112.72
16.78,14.09,3.74,0.494,74.0,16.36,59.21,8.52,10.18
94.52,47.96,19.16,2.183,88.91,27.82,48.41,7.76,52.54
221.74,102.7,52.22,5.036,108.92,38.62,52.99,2.76,132.21
158.15,70.33,36.84,3.411,85.17,23.0,51.39,4.67,102.58
62.41,39.07,11.63,1.359,80.69,21.14,61.6,6.35,43.76
122.99,61.53,27.05,2.989,89.82,34.49,60.2,5.66,80.74
60.55,28.71,12.93,1.202,74.13,27.3,59.31,7.53,39.0
197.2,91.94,45.97,4.66,100.39,24.88,47.35,2.22,130.34
89.36,41.49,18.09,1.686,87.17,27.33,69.83,7.22,65.12
44.6,22.86,7.34,0.735,68.79,21.48,69.28,7.73,22.41
100.42,56.66,28.2,2.608,96.42,31.54,43.06,5.33,60.59
54.29,28.43,12.7,0.961,64.92,19.47,58.2,7.05,26.61
54.08,28.19,15.72,1.087,81.43,24.98,51.09,7.28,34.27
250.54,118.89,55.34,5.724,99.88,31.55,40.25,0.51,147.9
73.25,39.64,17.8,1.601,84.28,27.2,51.65,7.82,48.01
40.18,22.6,11.4,0.986,69.47,26.46,52.25,8.59,27.66
208.26,102.06,50.58,4.601,99.05,34.76,59.39,2.83,116.9
66.16,34.07,15.24,1.461,77.22,33.53,58.99,7.47,42.58
139.57,69.04,32.81,3.193,92.26,30.37,39.3,4.67,101.56
111.12,49.43,22.34,2.399,79.64,32.4,46.18,5.75,73.21
95.14,43.36,22.73,1.819,71.54,29.42,61.17,6.14,64.72
98.41,47.61,23.77,2.205,76.75,27.96,58.79,6.14,69.35
14.75,8.95,5.49,0.251,84.31,23.84,63.26,9.09,5.89
225.75,109.7,50.88,5.185,106.94,34.21,48.57,3.46,150.12
181.47,88.15,40.82,4.293,102.43,32.11,54.96,4.2,79.89
64.47,33.46,14.36,1.596,73.63,16.91,49.99,7.13,41.35
125.57,71.13,31.18,2.998,85.12,24.33,41.65,5.55,62.09
212.52,98.58,46.42,4.545,102.21,32.05,52.63,3.95,147.2
70.65,39.32,17.21,1.647,84.14,28.06,59.87,8.31,50.14
109.22,58.57,28.58,2.552,86.63,28.7,54.39,6.12,69.05
172.42,84.55,41.44,4.091,102.72,32.1,61.16,4.24,124.01
239.33,110.7,55.83,5.491,105.14,27.53,42.93,2.44,106.87
65.94,35.55,14.05,1.512,64.95,22.0,53.6,7.18,36.44
111.67,47.37,24.0,2.496,84.3,31.26,59.54,4.55,69.67
80.62,41.01,22.55,1.962,77.75,20.45,66.42,5.92,43.31
134.3,62.81,35.26,3.283,93.45,23.63,65.1,4.24,95.67
34.95,23.02,12.9,1.046,88.1,18.76,65.33,7.87,16.65
132.08,56.65,30.77,3.021,98.43,24.92,59.46,5.94,92.68
8.82,10.72,3.16,0.14,63.48,19.13,60.32,9.93,2.29
116.76,61.81,27.58,2.879,80.75,22.62,65.56,4.62,83.84
127.16,56.49,28.11,2.632,107.31,18.0,61.98,5.71,72.04
151.33,80.08,34.45,3.35,104.67,28.85,52.64,4.89,65.37
141.05,66.92,30.34,2.911,89.29,28.28,53.08,6.7,70.85
224.26,103.38,48.06,4.925,97.06,31.14,45.03,1.34,110.26
75.51,29.51,10.17,1.296,77.85,21.77,62.06,7.92,49.45
180.39,87.84,41.2,3.963,102.28,31.18,55.03,4.91,86.07
145.73,67.87,32.05,2.951,108.03,32.65,44.13,4.99,85.81
112.14,59.9,28.02,2.446,94.15,20.46,48.52,6.26,70.72
193.02,94.48,44.37,4.233,89.4,31.71,52.85,3.79,129.68
219.61,93.48,48.05,4.679,116.06,34.71,51.17,2.59,120.25
57.28,30.08,11.5,1.072,52.84,23.89,57.05,8.09,26.68
157.75,81.46,36.17,3.672,86.01,30.06,50.65,4.25,80.91
152.02,72.75,31.69,3.229,95.18,32.73,52.49,4.54,99.95
55.09,26.27,14.86,1.207,62.87,27.52,61.88,8.39,26.94
113.51,54.15,25.28,2.591,74.17,32.44,57.95,5.6,83.65
31.91,16.66,9.82,0.568,72.64,24.2,67.12,9.13,22.29
234.88,102.38,52.02,5.098,111.36,36.21,44.02,2.68,110.29
78.59,38.58,19.19,1.748,74.55,25.48,58.34,6.57,57.25
68.36,36.47,16.18,1.462,69.39,31.83,69.27,6.7,40.7
205.08,89.3,43.17,4.279,107.24,34.79,50.13,3.56,94.58
229.25,102.55,52.24,5.03,107.39,25.12,47.79,2.82,112.37
218.46,91.51,47.77,4.858,99.45,27.56,54.49,2.81,113.75
213.3,95.07,48.57,4.757,120.32,34.74,45.43,3.51,116.54
24.09,17.73,2.82,0.408,57.95,22.36,58.31,8.72,14.4
164.25,66.51,35.75,3.532,93.29,22.99,58.53,6.3,89.98
212.96,96.66,49.13,4.841,113.1,32.44,43.63,4.16,110.02
178.99,85.27,39.7,3.784,94.06,40.22,50.24,3.48,96.74
128.9,69.41,31.6,2.92,88.78,25.22,41.04,6.02,86.64
83.55,37.07,15.2,1.688,71.08,20.9,44.18,6.95,39.02
38.02,15.6,12.59,1.001,84.89,17.32,78.08,7.68,15.41
134.93,63.86,31.93,2.958,77.86,24.37,64.9,5.82,61.02
235.85,108.74,57.98,5.539,120.27,34.23,52.64,1.24,108.88
181.53,88.39,41.88,3.917,87.83,28.98,54.8,4.21,92.22
110.47,53.43,25.75,2.565,79.3,31.29,46.0,5.32,47.95
111.07,51.92,22.33,2.367,82.54,24.25,61.27,6.99,68.33
17.27,7.53,0.5,0.287,66.39,24.7,75.73,9.64,9.67
78.18,46.09,19.9,2.126,88.67,26.74,56.26,7.69,47.75
71.29,32.8,17.42,1.737,71.31,21.56,65.17,7.67,51.6
200.58,97.67,51.76,4.599,111.42,32.35,38.21,5.17,127.84
120.51,58.22,28.95,2.783,87.26,27.63,61.67,4.48,71.0
238.62,111.1,54.37,5.365,108.59,31.54,42.23,0.96,166.33
